time,index,iou
528.4740924835205,0.0,0.8050867427782067
41.107177734375,1.0,0.8427380858379574
26.023149490356445,2.0,0.7984017543166463
24.888992309570312,3.0,0.8084032270948159
25.722503662109375,4.0,0.8287619450828596
25.0546932220459,5.0,0.8300356332035302
26.760339736938477,6.0,0.8366070479900832
26.60226821899414,7.0,0.835600812397407
25.59208869934082,8.0,0.8213993104846887
27.924776077270508,9.0,0.7856188691283197
25.401830673217773,10.0,0.845377838282133
26.75938606262207,11.0,0.8048822262821349
27.643442153930664,12.0,0.8403747846269953
25.014162063598633,13.0,0.8122741611700602
28.3358097076416,14.0,0.8210819498189988
25.14195442199707,15.0,0.819036343127765
25.549650192260742,16.0,0.8294422057560288
26.713132858276367,17.0,0.8216197103871683
26.22675895690918,18.0,0.8186079657930161
26.79300308227539,19.0,0.8318136071615047
25.728464126586914,20.0,0.8142613742897438
25.14028549194336,21.0,0.8623842547750958
30.472517013549805,22.0,0.8338810981913066
26.216745376586914,23.0,0.8399855444908448
25.72178840637207,24.0,0.8035545769109783
25.13408660888672,25.0,0.8549639489739324
25.261402130126953,26.0,0.7721795334605401
28.22113037109375,27.0,0.790018328386291
25.766611099243164,28.0,0.7992767470052806
25.09284019470215,29.0,0.8370252614753814
25.310277938842773,30.0,0.8509833425913556
25.156736373901367,31.0,0.8213626546239937
26.094436645507812,32.0,0.7975191503402028
27.351856231689453,33.0,0.8661003155951649
25.675058364868164,34.0,0.8576212278180664
25.218963623046875,35.0,0.8039356506750933
25.393247604370117,36.0,0.8513165908358112
26.743173599243164,37.0,0.8534922993785463
26.322364807128906,38.0,0.8492595845194113
25.263071060180664,39.0,0.8385515519086693
25.878190994262695,40.0,0.7872710086870415
26.958227157592773,41.0,0.8235770382964942
27.31919288635254,42.0,0.8501764827124233
26.45254135131836,43.0,0.8320868624977473
25.809764862060547,44.0,0.8406115153922274
27.360200881958008,45.0,0.8169849789872259
25.617599487304688,46.0,0.779505287621381
26.685476303100586,47.0,0.8301655760846677
28.676509857177734,48.0,0.829350228377781
25.192975997924805,49.0,0.8168052944660469
27.429580688476562,50.0,0.8315600960560056
25.159120559692383,51.0,0.8338962769985763
27.2214412689209,52.0,0.8025313740212378
25.235891342163086,53.0,0.8509014690839719
27.469873428344727,54.0,0.8012677915830213
25.155067443847656,55.0,0.8472030032376173
25.663137435913086,56.0,0.8038741983659844
27.06122398376465,57.0,0.8467965149822171
25.658845901489258,58.0,0.8045186722337508
25.208234786987305,59.0,0.8484358445324263
25.774717330932617,60.0,0.8481861901086505
25.167226791381836,61.0,0.8011172906530514
25.67601203918457,62.0,0.8073070235125123
25.17390251159668,63.0,0.8447401303569619
25.755882263183594,64.0,0.8488108387197971
25.146484375,65.0,0.8342871564195634
26.77130699157715,66.0,0.8382396770347892
25.12049674987793,67.0,0.8383799407877197
25.807857513427734,68.0,0.80192151783135
27.316570281982422,69.0,0.8290395806677948
25.59351921081543,70.0,0.8477519295055407
26.781320571899414,71.0,0.8285244908049827
25.881290435791016,72.0,0.813087771286437
28.56159210205078,73.0,0.8143223872623941
26.59296989440918,74.0,0.804049406909807
