img_id,latency_ms,num_preds,num_gts,tp,fp,fn,precision,recall,f1,sensitivity,specificity,mean_iou,mean_dice
131,29.91342544555664,3,1,1,2,0,0.3333333333333333,1.0,0.5,1.0,0.33333333333333337,0.868548515165952,0.9296504833740571
132,31.378507614135742,4,2,2,2,0,0.5,1.0,0.6666666666666666,1.0,0.5,0.9211486142711014,0.9589371674301359
133,37.41765022277832,3,2,2,1,0,0.6666666666666666,1.0,0.8,1.0,0.6666666666666667,0.8962221970679404,0.9450392065585753
134,29.83880043029785,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8658344960538115,0.9279168647194862
135,29.82807159423828,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8182074241147317,0.897205281676094
136,30.125856399536133,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8984674577122261,0.9464475744593834
137,30.256986618041992,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.814365472890259,0.8942505739486977
138,31.228303909301758,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8855808121491484,0.9392123798889389
139,31.719207763671875,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8989875305055104,0.9465672133122403
140,29.778718948364258,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8737847052989871,0.9325361580318849
141,31.207561492919922,3,2,2,1,0,0.6666666666666666,1.0,0.8,1.0,0.6666666666666667,0.7228897224116948,0.8316933108448683
142,30.012845993041992,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.889282964795834,0.9413958274372987
