time,index,iou,dice,sensitivity,specificity
452.75425910949707,0.0,0.3140395583060308,0.4779758057068981,0.9929463152613405,0.9278106777123721
31.88920021057129,1.0,0.8929195862529196,0.943431081528905,0.9982542264134051,0.9919454499331165
16.132354736328125,2.0,0.839656238671017,0.9128403676956426,0.977774466711366,0.9934305722364319
14.884710311889648,3.0,0.8763120946713914,0.9340792474344356,0.9959726443768997,0.9964842466075035
15.258550643920898,4.0,0.9065138046082537,0.9509648473744171,0.9524302451418624,0.9978599898615405
15.965461730957031,5.0,0.831329246329883,0.9078970895003476,0.9720089333191535,0.992056399959663
15.348434448242188,6.0,0.60021637626694,0.7501690211009501,0.9644981242565651,0.987079217467698
15.304088592529297,7.0,0.885314301399945,0.9391689234442794,0.9940208346175183,0.9960792418292935
16.181230545043945,8.0,0.9019054138855611,0.9484229944358624,0.9896400625978091,0.9936872636278329
14.920711517333984,9.0,0.8402729396336216,0.9132046899531228,0.9654839545122784,0.993709391583168
15.377044677734375,10.0,0.9025749532427786,0.9487930572242799,0.9813087951361787,0.9957525327786056
14.992237091064453,11.0,0.8181797651309847,0.8999987579028431,0.9200548543566041,0.9951416915791633
15.411138534545898,12.0,0.8525423357504327,0.9204025401180185,0.9876405349846459,0.9938127555929459
14.955759048461914,13.0,0.8867126167602523,0.9399551461980056,0.9907820398453762,0.99611112315335
15.313863754272461,14.0,0.8502891604221517,0.919087868653086,0.9880759374509701,0.9938663847796867
15.079498291015625,15.0,0.23111268787802747,0.37545334420422277,0.8358054825384904,0.9177558969919931
15.538215637207031,16.0,0.9122733396647305,0.9541244138504539,0.9985012207798487,0.9919034376223026
15.371084213256836,17.0,0.8662849084421274,0.9283522623191061,0.9554817119155354,0.9956576792188792
16.33310317993164,18.0,0.8894974994046202,0.9415175195361735,0.991998937618273,0.9965918965491848
15.001773834228516,19.0,0.381317060356847,0.5521064950263311,0.8427751602170467,0.9460097848859277
16.066312789916992,20.0,0.8604099205181042,0.9249681062531523,0.9891283656591722,0.9929361617981478
15.049219131469727,21.0,0.3902545075076816,0.5614144826004462,0.9902905479955866,0.9590693430299613
16.24298095703125,22.0,0.8527938522805053,0.920549095336048,0.9602893778026906,0.9927422217918926
15.009164810180664,23.0,0.8861243613988541,0.939624533285446,0.9837989439543738,0.9928560765999189
16.521692276000977,24.0,0.8689673066943435,0.9298903234763293,0.952597670416566,0.993082637286701
14.98723030090332,25.0,0.8517194490744803,0.9199227771789983,0.9904361132364193,0.9936732562816659
15.32745361328125,26.0,0.894701481696688,0.9444247448368394,0.9837679191790121,0.9950064597542289
15.155315399169922,27.0,0.8742151601248729,0.9328866596795927,0.9890864354313834,0.9933659259852933
15.662431716918945,28.0,0.8413758970551843,0.9138556645612149,0.9636960578217635,0.9938831629463776
15.069246292114258,29.0,0.9039564057444514,0.9495557808121161,0.9901759621961077,0.9937657735277025
16.111135482788086,30.0,0.8739150875162737,0.9327157813480002,0.9909985646914087,0.9934647321580387
15.012979507446289,31.0,0.872457922611531,0.9318852104240691,0.9904782283085481,0.9936896174143403
15.952825546264648,32.0,0.90325234730423,0.9491671964399238,0.9881399904696352,0.9964879373012716
14.992952346801758,33.0,0.8858470865611316,0.9394686269887196,0.9838695196767918,0.9924675017774455
15.49386978149414,34.0,0.880433196608356,0.9364152879201979,0.9889281421859635,0.9931898371880982
15.788793563842773,35.0,0.877556206649127,0.9347855510704532,0.993467702357381,0.9921120582929503
15.459060668945312,36.0,0.7656091973002539,0.8672464987959131,0.9734673525089229,0.9897622101354614
15.035867691040039,37.0,0.9016931332028134,0.948305609837472,0.9879439103837292,0.9951754508989931
15.896797180175781,38.0,0.8562900690556507,0.9225821797250369,0.9887832932251092,0.9924095235617914
15.119791030883789,39.0,0.8196014016644766,0.9008581779666117,0.9434290468147326,0.9940599201711948
15.472412109375,40.0,0.3635085946197759,0.5331958977803772,0.8738516437628122,0.9257298984227206
15.584468841552734,41.0,0.3138529866397672,0.4777596730094728,0.8412371134020619,0.9133674834480919
15.532255172729492,42.0,0.8682588191901363,0.9294845128219591,0.9900265857578443,0.9904918436780485
15.735626220703125,43.0,0.8973122691834222,0.9458772641254393,0.9483898948281471,0.9973814442656622
15.543937683105469,44.0,0.857471365059898,0.9232673851015163,0.9774077587498128,0.994444323254518
14.934539794921875,45.0,0.5062927476630062,0.6722368522964913,0.9905840728165035,0.9669234920757077
15.520095825195312,46.0,0.8963441451346894,0.945339112032353,0.9874782345370581,0.9931656100418206
15.162467956542969,47.0,0.32477148547209317,0.4903056701229619,0.9805433073294071,0.9355564412559231
15.424489974975586,48.0,0.826279325750545,0.9048772705248355,0.9425145867697383,0.9943311073785885
14.971494674682617,49.0,0.8794152465380062,0.9358392171798553,0.9684539239316629,0.9932027897159501
