time,index,iou
565.5770301818848,0.0,0.7239588238277034
102.19907760620117,1.0,0.7597433878009803
102.4320125579834,2.0,0.8043112231993814
101.84669494628906,3.0,0.8276405013331094
102.83398628234863,4.0,0.802700494182653
102.30493545532227,5.0,0.8072218245446592
102.8146743774414,6.0,0.8048347274009876
102.3566722869873,7.0,0.812137838558948
102.85377502441406,8.0,0.8001413373569914
104.62141036987305,9.0,0.7168202059232383
102.87261009216309,10.0,0.8087328018299862
102.5991439819336,11.0,0.7829077027786819
101.99570655822754,12.0,0.834984269168945
101.97257995605469,13.0,0.7992557803468208
103.09815406799316,14.0,0.8475145847116137
102.98347473144531,15.0,0.8034813955833418
104.60495948791504,16.0,0.8358155947982077
102.1430492401123,17.0,0.8348656905695181
102.64968872070312,18.0,0.7213883911829659
102.23865509033203,19.0,0.8099460776410311
102.52785682678223,20.0,0.8359243566577357
102.31399536132812,21.0,0.8281283289539095
102.41866111755371,22.0,0.8207440811724915
102.43701934814453,23.0,0.8216752162927801
102.50067710876465,24.0,0.8426481700623049
102.36501693725586,25.0,0.832237875772494
102.1738052368164,26.0,0.8371428364699328
102.77962684631348,27.0,0.8408705015115749
102.57911682128906,28.0,0.831123903357042
102.36120223999023,29.0,0.8484440502549115
103.26361656188965,30.0,0.8108600064419959
102.3869514465332,31.0,0.7749147719990772
102.15902328491211,32.0,0.8266621265003831
101.64260864257812,33.0,0.8091010984084286
101.8075942993164,34.0,0.8276545373688754
102.46539115905762,35.0,0.8599821883733071
102.10227966308594,36.0,0.8114432681597131
102.03409194946289,37.0,0.6299369602895839
102.27441787719727,38.0,0.8146221622359382
102.5388240814209,39.0,0.8144719262786475
101.72152519226074,40.0,0.7508860347910908
102.17714309692383,41.0,0.8259266251337235
104.22182083129883,42.0,0.7190346245171351
102.04577445983887,43.0,0.8279956626653227
101.93204879760742,44.0,0.6034481968250185
101.82666778564453,45.0,0.7711428472789624
102.74434089660645,46.0,0.8182010598008905
101.90963745117188,47.0,0.8335433458346692
104.2940616607666,48.0,0.8438763029142735
102.1420955657959,49.0,0.8169649164115846
102.25725173950195,50.0,0.8104919987815075
102.31947898864746,51.0,0.8313138839842548
101.82762145996094,52.0,0.8133279264666126
102.21052169799805,53.0,0.8122953158760141
101.86266899108887,54.0,0.8312429335946333
102.0209789276123,55.0,0.8218973115157312
102.25343704223633,56.0,0.8259959926426436
102.21362113952637,57.0,0.8222698213932643
101.99332237243652,58.0,0.8148368305296321
102.64444351196289,59.0,0.7489989729238922
101.96328163146973,60.0,0.7797648813041541
102.1721363067627,61.0,0.7488624599754435
102.65254974365234,62.0,0.7603841497510844
102.33235359191895,63.0,0.8504985197536326
102.52189636230469,64.0,0.8539212332428214
102.0655632019043,65.0,0.8328588102143312
102.63872146606445,66.0,0.8466014850653496
103.10697555541992,67.0,0.8076020408163266
102.42652893066406,68.0,0.8188250795715117
102.1261215209961,69.0,0.8266844095811738
104.60305213928223,70.0,0.8428622170155224
101.96685791015625,71.0,0.8159339436473434
102.10061073303223,72.0,0.6278379405338653
102.35047340393066,73.0,0.8215293651519308
102.03266143798828,74.0,0.7969212258475475
