img_id,latency_ms,num_preds,num_gts,tp,fp,fn,precision,recall,f1,mean_iou
130,15.4266357421875,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8925817624806666
131,15.042304992675781,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.9012948737564186
132,15.702247619628906,2,2,2,0,0,1.0,1.0,1.0,0.8928825442695085
133,14.928579330444336,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8871325634634994
134,15.574216842651367,2,2,2,0,0,1.0,1.0,1.0,0.8857681997288863
135,14.811038970947266,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8968619342472082
136,15.062332153320312,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8961569325705294
137,15.099048614501953,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8967808206332288
138,16.30997657775879,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.7457770235289705
139,14.903545379638672,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.899612510934518
140,15.468120574951172,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.895977509061765
141,14.885902404785156,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.9004002465002312
142,15.525341033935547,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.897755548982927
143,15.024900436401367,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8888300310223923
144,15.931367874145508,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.9031799484787213
145,15.123367309570312,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.899022469610422
146,15.177726745605469,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.89574976865887
147,15.048503875732422,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8966076547337148
148,15.572309494018555,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8000971560392185
149,14.962196350097656,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8902837764322391
150,15.558719635009766,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.9086008250604956
151,15.600442886352539,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8958889144967864
152,15.539407730102539,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8772994500511895
153,15.994071960449219,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8812512801234538
154,15.447139739990234,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.9210264407897455
155,14.986753463745117,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.9048332974710405
156,15.304327011108398,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.9044211843069914
157,14.938592910766602,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.9211423407679442
158,15.322208404541016,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.9091867313308923
159,14.934778213500977,2,2,2,0,0,1.0,1.0,1.0,0.8997117515620534
160,15.470266342163086,2,2,2,0,0,1.0,1.0,1.0,0.9033807963063911
161,14.910459518432617,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.9102939555306935
162,15.435218811035156,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8927339557185157
163,14.862298965454102,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8781693097356591
164,15.838623046875,4,2,2,2,0,0.5,1.0,0.6666666666666666,0.8907502216772982
165,15.593767166137695,2,2,2,0,0,1.0,1.0,1.0,0.9225914963711364
166,15.252828598022461,2,2,2,0,0,1.0,1.0,1.0,0.9059890163419573
167,14.922618865966797,2,2,2,0,0,1.0,1.0,1.0,0.8982225038516333
168,15.785932540893555,2,2,2,0,0,1.0,1.0,1.0,0.887024234350712
169,14.946222305297852,2,2,2,0,0,1.0,1.0,1.0,0.8986967735714484
170,15.790939331054688,2,2,2,0,0,1.0,1.0,1.0,0.8876548735092763
171,14.93072509765625,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8815313158018427
172,15.827655792236328,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.889155452291361
173,14.858245849609375,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8965667752018567
174,15.775918960571289,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.904670436862987
175,14.898538589477539,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8933076894885441
176,15.471220016479492,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.9012862638811898
177,14.961004257202148,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.9041088496659708
178,15.570402145385742,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8883685214890433
179,14.855146408081055,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.890785092907058
180,17.84539222717285,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.9086815110111466
181,14.870405197143555,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8899127315183325
182,15.381336212158203,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8909667694556028
183,14.871358871459961,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8893176583825679
184,15.445470809936523,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.9080065501277372
185,14.90163803100586,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.899959708984619
186,15.574216842651367,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8969390516746267
187,14.950990676879883,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8925415432098255
188,16.295194625854492,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8957568971192741
189,14.956235885620117,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8704463774338413
190,15.496253967285156,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8740258645940686
191,14.856576919555664,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8727150444995833
192,15.732049942016602,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8981004844542986
193,14.90330696105957,4,2,2,2,0,0.5,1.0,0.6666666666666666,0.8697689666221595
194,15.214204788208008,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8917750825663613
195,15.26021957397461,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8920681797725232
196,15.131711959838867,3,2,2,1,0,0.6666666666666666,1.0,0.8,0.8476580334184844
197,14.90163803100586,3,3,3,0,0,1.0,1.0,1.0,0.7882331693802409
198,15.661001205444336,2,2,0,2,2,0.0,0.0,0.0,0.0
199,14.82391357421875,2,2,1,1,1,0.5,0.5,0.5,0.5990475601459583
200,15.615701675415039,2,2,0,2,2,0.0,0.0,0.0,0.0
201,14.820575714111328,2,2,0,2,2,0.0,0.0,0.0,0.0
202,15.412330627441406,1,1,1,0,0,1.0,1.0,1.0,0.6574772316327776
